GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
25001010100,2000,101,"Barnstable County, Massachusetts",3433.09,16.28,849,46.2,644.01,32722.44,323564.5,30.6,86.1,7.37,2.16,0.2,0.47,0,2.88,0.82,,,,,0,0,0
25001010100,2001,101,"Barnstable County, Massachusetts",3433.09,16.28,842,46.2,644.01,32722.44,323564.5,30.6,86.1,7.37,2.16,0.2,0.47,0,2.88,0.82,,,,,0,0,0
25001010100,2002,101,"Barnstable County, Massachusetts",3433.09,16.28,836,46.2,644.01,32722.44,323564.5,30.6,86.1,7.37,2.16,0.2,0.47,0,2.88,0.82,,,,,0,0,0
25001010100,2003,101,"Barnstable County, Massachusetts",3433.09,16.28,829,46.2,644.01,32722.44,323564.5,30.6,86.1,7.37,2.16,0.2,0.47,0,2.88,0.82,31,30,3.62,3.74,0,0,0
25001010100,2004,101,"Barnstable County, Massachusetts",3433.09,16.28,822,46.2,644.01,32722.44,323564.5,30.6,86.1,7.37,2.16,0.2,0.47,0,2.88,0.82,,,,,0,0,0
25001010100,2005,101,"Barnstable County, Massachusetts",3409.16,0,816,31.68,878.2,43969.25,604603.72,34.91,96.07,0,0.94,0,0,0,2.99,0,,,,,0,0,0
25001010100,2006,101,"Barnstable County, Massachusetts",3409.16,0,809,31.68,878.2,43969.25,604603.72,34.91,96.07,0,0.94,0,0,0,2.99,0,,,,,0,0,0
25001010100,2007,101,"Barnstable County, Massachusetts",3409.16,0,802,31.68,878.2,43969.25,604603.72,34.91,96.07,0,0.94,0,0,0,2.99,0,,,,,0,0,0
25001010100,2008,101,"Barnstable County, Massachusetts",3409.16,0,795,31.68,878.2,43969.25,604603.72,34.91,96.07,0,0.94,0,0,0,2.99,0,,,,,0,0,0
25001010100,2009,101,"Barnstable County, Massachusetts",3409.16,0,789,31.68,878.2,43969.25,604603.72,34.91,96.07,0,0.94,0,0,0,2.99,0,,,,,0,0,0
25001010100,2010,101,"Barnstable County, Massachusetts",2942,4.51,782,44.31,936,46031,467100,41.6,88.48,3.87,4.83,0.37,0.61,0,1.53,0.31,,,,,0,0,0
25001010100,2011,101,"Barnstable County, Massachusetts",2962,8.09,795,34.62,990,36958,473500,44.9,85.65,2.46,7.8,0,1.32,0,2.77,0,,,,,0,0,0
25001010100,2012,101,"Barnstable County, Massachusetts",2962,8.09,808,34.62,990,36958,473500,44.9,85.65,2.46,7.8,0,1.32,0,2.77,0,,,,,0,0,0
25001010100,2013,101,"Barnstable County, Massachusetts",2962,8.09,822,34.62,990,36958,473500,44.9,85.65,2.46,7.8,0,1.32,0,2.77,0,,,,,0,0,0
25001010100,2014,101,"Barnstable County, Massachusetts",2962,8.09,835,34.62,990,36958,473500,44.9,85.65,2.46,7.8,0,1.32,0,2.77,0,8,6,0.72,0.96,1,0,0
25001010100,2015,101,"Barnstable County, Massachusetts",2962,8.09,848,34.62,990,36958,473500,44.9,85.65,2.46,7.8,0,1.32,0,2.77,0,13,11,1.3,1.53,0,0,0
25001010100,2016,101,"Barnstable County, Massachusetts",2962,8.09,861,34.62,990,36958,473500,44.9,85.65,2.46,7.8,0,1.32,0,2.77,0,11,6,0.7,1.28,0,0,0
25001010206,2000,102.06,"Barnstable County, Massachusetts",2749.34,9.1,305,22.87,659,43269,265399.76,25.6,95.43,1.34,0.89,0.25,0.35,0.06,1.22,0.45,,,,,0,0,0
25001010206,2001,102.06,"Barnstable County, Massachusetts",2749.34,9.1,302,22.87,659,43269,265399.76,25.6,95.43,1.34,0.89,0.25,0.35,0.06,1.22,0.45,,,,,0,0,0
25001010206,2002,102.06,"Barnstable County, Massachusetts",2749.34,9.1,299,22.87,659,43269,265399.76,25.6,95.43,1.34,0.89,0.25,0.35,0.06,1.22,0.45,,,,,0,0,0
25001010206,2003,102.06,"Barnstable County, Massachusetts",2749.34,9.1,296,22.87,659,43269,265399.76,25.6,95.43,1.34,0.89,0.25,0.35,0.06,1.22,0.45,13,13,4.39,4.39,0,0,0
25001010206,2004,102.06,"Barnstable County, Massachusetts",2749.34,9.1,293,22.87,659,43269,265399.76,25.6,95.43,1.34,0.89,0.25,0.35,0.06,1.22,0.45,,,,,0,0,0
25001010206,2005,102.06,"Barnstable County, Massachusetts",2830.64,2.57,291,23.42,1209,62401.98,610699.6,43.3,99,0,0,0,0,0,0.72,0.28,,,,,0,0,0
25001010206,2006,102.06,"Barnstable County, Massachusetts",2830.64,2.57,288,23.42,1209,62401.98,610699.6,43.3,99,0,0,0,0,0,0.72,0.28,,,,,0,0,0
25001010206,2007,102.06,"Barnstable County, Massachusetts",2830.64,2.57,285,23.42,1209,62401.98,610699.6,43.3,99,0,0,0,0,0,0.72,0.28,,,,,0,0,0
25001010206,2008,102.06,"Barnstable County, Massachusetts",2830.64,2.57,282,23.42,1209,62401.98,610699.6,43.3,99,0,0,0,0,0,0.72,0.28,,,,,0,0,0
25001010206,2009,102.06,"Barnstable County, Massachusetts",2830.64,2.57,279,23.42,1209,62401.98,610699.6,43.3,99,0,0,0,0,0,0.72,0.28,,,,,0,0,0
25001010206,2010,102.06,"Barnstable County, Massachusetts",2750,7.79,276,20.2,967,54959,567200,28.2,95.82,0.8,1.49,0.25,0.47,0,0.91,0.25,,,,,0,0,0
25001010206,2011,102.06,"Barnstable County, Massachusetts",3109,7.67,284,17.44,916,45735,494000,50,95.59,1.09,0.19,0,1.48,0,1.64,0,,,,,0,0,0
25001010206,2012,102.06,"Barnstable County, Massachusetts",3109,7.67,293,17.44,916,45735,494000,50,95.59,1.09,0.19,0,1.48,0,1.64,0,,,,,0,0,0
25001010206,2013,102.06,"Barnstable County, Massachusetts",3109,7.67,301,17.44,916,45735,494000,50,95.59,1.09,0.19,0,1.48,0,1.64,0,,,,,0,0,0
25001010206,2014,102.06,"Barnstable County, Massachusetts",3109,7.67,309,17.44,916,45735,494000,50,95.59,1.09,0.19,0,1.48,0,1.64,0,7,7,2.26,2.26,1,0,0
